,0,1,2,3,4
0,0.2,0.2,0.0621051669390172,0.33789483306098284,0.2
1,0.2,0.1866675519355111,0.2,0.3311678718737963,0.08216457619069271
2,0.2,0.05532476353064057,0.2,0.16388401860056181,0.3807912178687976
3,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998
4,0.2,0.2,0.2,0.34296884897437885,0.057031151025621174
5,0.07157575654656405,0.19999999999999998,0.19999999999999998,0.3284242434534359,0.19999999999999998
6,0.19999999999999998,0.13155821950525387,0.23422089024737303,0.23422089024737303,0.19999999999999998
7,0.19230641093028442,0.2,0.04469075964244353,0.4342090649999316,0.1287937644273404
8,0.2,0.2,0.0023417421964987053,0.5243061266332893,0.07335213117021189
9,0.08036575638182401,0.0041829606725609925,0.13139462894559306,0.5840566540000219,0.19999999999999998
10,0.11012653672953283,0.1105497172844763,0.2,0.3793237459859909,0.2
11,0.20000000000000004,0.09442146027467282,0.20000000000000004,0.4494177994385341,0.056160740286793125
12,0.2,0.2,0.2,0.2,0.2
13,0.2,0.2,0.2,0.2,0.2
14,0.14623712563598296,0.0700337416310822,0.2,0.5292523921537576,0.05447674057917721
15,0.13084407192178918,0.2,0.019472900908755943,0.44968302716945485,0.2
16,0.09262617628589476,0.2,0.2,0.4933147909733103,0.014059032740794921
17,0.06009231639106309,0.19999999999999998,0.19999999999999998,0.4274180748441988,0.11248960876473806
18,0.2,0.2,0.009007911316415493,0.39099208868358454,0.2
19,0.0708847172117677,0.12913802842421399,0.2,0.3999772543640184,0.2
20,0.2,0.2,0.26084879084522616,0.3298310391545131,0.009320170000260697
21,0.19999999999999998,0.19999999999999998,0.08179266697344002,0.4421648224555722,0.07604251057098774
22,0.2,0.2,0.2,0.2884723307223757,0.11152766927762434
23,0.13559678714807416,0.1060131186256232,0.05894779493660611,0.6137550486921234,0.0856872505975732
24,0.2,0.0657314296198043,0.2,0.37113177900012334,0.1631367913800723
25,0.2,0.2,0.2,0.2,0.2
26,0.2,0.2,0.2,0.2,0.2
27,0.06755630376919891,0.19999999999999998,0.19999999999999998,0.47838738278016446,0.05405631345063656
28,0.2,0.08279272054874916,0.2,0.5036243201615841,0.013582959289666796
29,0.2,0.2,0.038624655990941156,0.45818629327422555,0.10318905073483332
30,0.2,0.2,0.2,0.2929714244886008,0.1070285755113992
31,0.2,0.2,0.12261697676764827,0.1364767030284991,0.3409063202038526
32,0.13022360229080127,0.029601473877394886,0.1846155281888814,0.5513859789351095,0.1041734167078129
33,0.20000000000000004,0.0025912251786132157,0.05191952710530808,0.5454892477160788,0.20000000000000004
34,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.3293898895640991,0.07061011043590085
35,0.19999999999999998,0.19999999999999998,0.11637514250042667,0.3745208719098006,0.10910398558977272
36,0.19999999999999998,0.01836277894426196,0.19999999999999998,0.4045387111166328,0.1770985099391052
37,0.2,0.2,0.06263901910157393,0.33736098089842603,0.2
38,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.3798967017568891,0.020103298243110867
39,0.19999999999999998,0.05643068616738792,0.19999999999999998,0.23416157143397223,0.3094077423986398
40,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.34788862941338666,0.05211137058661335
41,0.2408606598733931,0.08340296921756453,0.19999999999999998,0.2757363709090423,0.19999999999999998
42,0.007606681126221845,0.2,0.2,0.39239331887377815,0.2
43,0.1647481506618671,0.020809318785960186,0.0828751397009221,0.59051238296026,0.14105500789099054
44,0.002517892403136303,0.19999999999999998,0.036145841265426616,0.5613362663314371,0.19999999999999998
45,0.19999999999999998,0.19999999999999998,0.01989981831303582,0.38465073229073254,0.1954494493962316
46,0.009301298660461227,0.2,0.2,0.39069870133953877,0.2
47,0.2,0.2,0.0675860661170687,0.33241393388293133,0.2
48,0.15201692945857023,0.007629525515630585,0.04647902216825419,0.593874522857545,0.19999999999999998
49,0.2,0.2,0.22181252725552172,0.2806918164067674,0.0974956563377109
50,0.2,0.2,0.17412805837036419,0.22587194162963578,0.2
51,0.12335522324984093,0.07763919942149147,0.19999999999999998,0.39900557732866754,0.19999999999999998
52,0.12747877138368643,0.19999999999999998,0.023250308271111988,0.5221307298510991,0.12714019049410252
53,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.3200863087793724,0.07991369122062762
54,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.2843119438523423,0.11568805614765765
55,0.2,0.2,0.1524852779226119,0.32687264677417677,0.12064207530321133
56,0.026804544255423713,0.19999999999999998,0.1111505044962838,0.504413924907181,0.15763102634111148
57,0.16795790859585347,0.09072738423467541,0.19999999999999998,0.4006407001987582,0.1406740069707129
58,0.19999999999999998,0.19999999999999998,0.06270222173641439,0.46581444148160644,0.0714833367819792
59,0.2,0.2,0.2,0.2,0.2
60,1.0,1.0,1.0,1.0,1.0
61,0.2,0.07561742917340379,0.2,0.3833986539500096,0.14098391687658654
62,0.10623177752392372,0.03333877068782118,0.122738256763487,0.6251439560073809,0.11254723901738722
63,0.2,0.05213747083945461,0.2,0.3478625291605454,0.2
64,0.19999999999999998,0.19999999999999998,0.04472430747767097,0.355275692522329,0.19999999999999998
65,0.10634251287489607,0.015275895351645422,0.19999999999999998,0.3439011816189084,0.3344804101545501
66,0.2,0.2,0.04717476108984926,0.3528252389101508,0.2
67,0.2,0.2,0.2,0.2,0.2
68,0.2,0.15732029164572875,0.05226520473013597,0.3904145036241353,0.2
69,0.19999999999999998,0.09521318192917697,0.19999999999999998,0.2523934090354115,0.2523934090354115
70,0.19999999999999998,0.014954529078975124,0.1130627345876538,0.471982736333371,0.19999999999999998
71,0.2,0.04608180529320382,0.2,0.2886106092191304,0.2653075854876658
72,0.002312902905203852,0.19999999999999998,0.07146974385489571,0.5668820109354343,0.15933534230446605
73,0.19999999999999998,0.03456419889577602,0.10711757945568762,0.5254700775418492,0.1328481441066872
74,0.19999999999999998,0.04861401236789332,0.01565953543630745,0.5357264521957992,0.19999999999999998
75,0.05216955212337632,0.17345253508841782,0.34888672184141445,0.27394213040575577,0.15154906054103556
76,0.2,0.2,0.2,0.2,0.2
77,0.2,0.2,0.2,0.010002579997034959,0.38999742000296506
78,0.045174208697081705,0.19999999999999998,0.19999999999999998,0.39672859182164066,0.15809719948127754
79,0.1125464505150095,0.2,0.0664141239421941,0.3457142080332042,0.27532521750959216
